work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-00094,2026-06-02,completed,routine,Move-out clean,"Scheduled move-out clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.51,314.2,287.96,Omar Kowalski,Customer 0264,"Phoenix, AZ",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,312.44,312.44,3
WO-2026-00095,2026-08-09,completed,routine,Deep clean,"Scheduled deep clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.4,133.09,131.23,Grace Murphy,Customer 0265,"Austin, TX",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,142.38,142.38,5
WO-2026-00096,2026-09-07,scheduled,scheduled_maintenance,Move-out clean,"Customer requested move-out clean. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.65,167.45,0,Lena Haddad,Customer 0265,"Austin, TX",Spotless Sweep Cleaning Co.,Cleaner,Pro,not_invoiced,0,0,0
WO-2026-00097,2026-03-12,completed,scheduled_maintenance,Deep clean,"Scheduled deep clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.99,169.01,191.95,Liam Ferreira,Customer 0266,"Minneapolis, MN",Spotless Sweep Cleaning Co.,Cleaner,Pro,overdue,208.27,122.21,3
WO-2026-00098,2026-07-25,completed,routine,Standard clean,"Customer requested standard clean. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.24,310.91,340.63,Omar Kowalski,Customer 0267,"Raleigh, NC",Spotless Sweep Cleaning Co.,Cleaner,Pro,partial,369.58,211.69,0
WO-2026-00099,2026-03-11,completed,routine,Deep clean,"Scheduled deep clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.92,181.13,191.36,Lena Haddad,Customer 0268,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,207.63,207.63,5
WO-2026-00100,2026-03-28,completed,emergency,Move-out clean,"Move-out clean requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.98,225.84,246.91,Liam Ferreira,Customer 0268,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,overdue,267.9,139.06,3
WO-2026-00101,2026-07-09,completed,scheduled_maintenance,Deep clean,"Customer requested deep clean. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.56,117.68,133.91,Omar Kowalski,Customer 0268,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,145.29,145.29,0
WO-2026-00102,2026-08-17,completed,routine,Deep clean,"Performed deep clean — inspected the affected area, completed the work, and tested everything before leaving the site.",4.69,314.24,324.1,Grace Murphy,Customer 0268,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,335.44,335.44,5
WO-2026-00103,2026-05-25,completed,routine,Standard clean,"Standard clean requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.42,211.92,216.6,Omar Kowalski,Customer 0269,"Austin, TX",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,235.01,235.01,4
WO-2026-00104,2026-07-03,completed,scheduled_maintenance,Deep clean,"Scheduled deep clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.25,92.51,85.61,Lena Haddad,Customer 0269,"Austin, TX",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,92.89,92.89,0
WO-2026-00105,2026-05-28,completed,emergency,Post-construction clean,"Customer requested post-construction clean. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.97,307.18,290.45,Lena Haddad,Customer 0270,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,315.14,315.14,4
WO-2026-00106,2026-07-19,completed,scheduled_maintenance,Standard clean,"Customer requested standard clean. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.78,273.77,268.47,Lena Haddad,Customer 0270,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,291.29,291.29,0
WO-2026-00107,2026-03-02,completed,routine,Post-construction clean,"Performed post-construction clean — inspected the affected area, completed the work, and tested everything before leaving the site.",3.97,251.84,232.6,Omar Kowalski,Customer 0270,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,252.37,252.37,3
WO-2026-00108,2026-03-10,completed,routine,Move-out clean,"Scheduled move-out clean visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.06,148.68,161.82,Omar Kowalski,Customer 0270,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,175.57,175.57,0
WO-2026-00109,2026-08-01,completed,emergency,Deep clean,"Deep clean requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.7,129.94,127.29,Liam Ferreira,Customer 0270,"Tampa, FL",Spotless Sweep Cleaning Co.,Cleaner,Pro,paid,138.11,138.11,0
WO-2026-00110,2026-05-10,completed,scheduled_maintenance,Light fixture install,"Performed light fixture install — inspected the affected area, completed the work, and tested everything before leaving the site.",2.43,560.49,641.52,Priya Silva,Customer 0271,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,696.05,696.05,4
WO-2026-00111,2026-04-02,completed,scheduled_maintenance,Light fixture install,"Customer requested light fixture install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.97,523.3,595.54,Priya Silva,Customer 0271,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,646.16,646.16,4
WO-2026-00112,2026-06-06,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",2.89,248.87,229.03,Priya Silva,Customer 0271,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,248.5,248.5,5
WO-2026-00113,2026-05-04,completed,emergency,Wiring inspection,"Performed wiring inspection — inspected the affected area, completed the work, and tested everything before leaving the site.",2.58,547.55,563.1,Priya Silva,Customer 0271,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,overdue,610.96,0,4
WO-2026-00114,2026-09-02,scheduled,emergency,Light fixture install,"Customer requested light fixture install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.55,200.81,0,Priya Silva,Customer 0272,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,not_invoiced,0,0,0
WO-2026-00115,2026-08-07,completed,routine,Circuit breaker repair,"Scheduled circuit breaker repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.47,229.55,230.71,Priya Silva,Customer 0272,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,250.32,250.32,4
WO-2026-00116,2026-05-06,completed,routine,Circuit breaker repair,"Circuit breaker repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.52,132.37,143.28,Priya Silva,Customer 0272,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,155.46,155.46,5
WO-2026-00117,2026-05-28,completed,routine,Circuit breaker repair,"Customer requested circuit breaker repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.7,596.77,679.66,Priya Silva,Customer 0273,"Denver, CO",Solo Circuit Electrical,Electrician,Starter,overdue,737.43,0,5
WO-2026-00118,2026-03-11,completed,emergency,Light fixture install,"Performed light fixture install — inspected the affected area, completed the work, and tested everything before leaving the site.",5.13,533.73,518.64,Priya Silva,Customer 0273,"Denver, CO",Solo Circuit Electrical,Electrician,Starter,overdue,562.72,242.89,0
WO-2026-00119,2026-04-30,completed,scheduled_maintenance,Outlet installation,"Scheduled outlet installation visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.29,373.83,429.79,Priya Silva,Customer 0273,"Denver, CO",Solo Circuit Electrical,Electrician,Starter,paid,466.32,466.32,4
WO-2026-00120,2026-07-15,completed,routine,Light fixture install,"Performed light fixture install — inspected the affected area, completed the work, and tested everything before leaving the site.",5.4,198.7,200.76,Priya Silva,Customer 0274,"Pittsburgh, PA",Solo Circuit Electrical,Electrician,Starter,paid,207.78,207.78,0
WO-2026-00121,2026-08-20,scheduled,scheduled_maintenance,Light fixture install,"Scheduled light fixture install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.29,443,0,Priya Silva,Customer 0274,"Pittsburgh, PA",Solo Circuit Electrical,Electrician,Starter,not_invoiced,0,0,0
WO-2026-00122,2026-07-08,canceled,routine,Outlet installation,"Scheduled outlet installation visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.31,451.08,0,Priya Silva,Customer 0274,"Pittsburgh, PA",Solo Circuit Electrical,Electrician,Starter,not_invoiced,0,0,0
WO-2026-00123,2026-05-09,completed,routine,Light fixture install,"Light fixture install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.61,645.56,704.54,Priya Silva,Customer 0274,"Pittsburgh, PA",Solo Circuit Electrical,Electrician,Starter,paid,764.43,764.43,0
WO-2026-00124,2026-04-19,completed,routine,Outlet installation,"Outlet installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.92,541.9,530.42,Priya Silva,Customer 0275,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,575.51,575.51,5
WO-2026-00125,2026-06-07,canceled,scheduled_maintenance,Outlet installation,"Outlet installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.09,446.72,0,Priya Silva,Customer 0275,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,not_invoiced,0,0,0
WO-2026-00126,2026-08-01,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1,571.45,575.41,Priya Silva,Customer 0275,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,624.32,624.32,0
WO-2026-00127,2026-04-21,completed,scheduled_maintenance,Outlet installation,"Outlet installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.3,606.73,623.53,Priya Silva,Customer 0275,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,676.53,676.53,4
WO-2026-00128,2026-08-05,completed,routine,Wiring inspection,"Performed wiring inspection — inspected the affected area, completed the work, and tested everything before leaving the site.",4.14,263.9,244.58,Priya Silva,Customer 0275,"Columbus, OH",Solo Circuit Electrical,Electrician,Starter,paid,253.14,253.14,3
WO-2026-00129,2026-03-14,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",2.87,304.88,283.93,Priya Silva,Customer 0276,"Minneapolis, MN",Solo Circuit Electrical,Electrician,Starter,paid,308.06,308.06,4
WO-2026-00130,2026-07-21,canceled,emergency,Circuit breaker repair,"Scheduled circuit breaker repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.28,421.61,0,Priya Silva,Customer 0276,"Minneapolis, MN",Solo Circuit Electrical,Electrician,Starter,not_invoiced,0,0,0
WO-2026-00131,2026-04-11,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.68,283.29,324.08,Priya Silva,Customer 0276,"Minneapolis, MN",Solo Circuit Electrical,Electrician,Starter,paid,351.63,351.63,0
WO-2026-00132,2026-04-09,completed,routine,Wiring inspection,"Scheduled wiring inspection visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.68,413.62,376.28,Priya Silva,Customer 0276,"Minneapolis, MN",Solo Circuit Electrical,Electrician,Starter,paid,408.26,408.26,5
WO-2026-00133,2026-07-15,completed,routine,Outlet installation,"Outlet installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.41,358.04,336.23,Priya Silva,Customer 0276,"Minneapolis, MN",Solo Circuit Electrical,Electrician,Starter,paid,364.81,364.81,3
WO-2026-00134,2026-07-08,completed,routine,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.18,449.18,422.26,Priya Silva,Customer 0277,"Phoenix, AZ",Solo Circuit Electrical,Electrician,Starter,overdue,458.15,128.89,0
WO-2026-00135,2026-06-08,completed,routine,Light fixture install,"Scheduled light fixture install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.2,188.59,206.87,Priya Silva,Customer 0277,"Phoenix, AZ",Solo Circuit Electrical,Electrician,Starter,paid,224.45,224.45,5
WO-2026-00136,2026-02-13,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.72,395.17,377.72,Priya Silva,Customer 0277,"Phoenix, AZ",Solo Circuit Electrical,Electrician,Starter,paid,390.94,390.94,3
WO-2026-00137,2026-06-01,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",4.56,535.42,610.5,Priya Silva,Customer 0277,"Phoenix, AZ",Solo Circuit Electrical,Electrician,Starter,overdue,662.39,278.98,4
WO-2026-00138,2026-08-13,completed,routine,Outlet installation,"Performed outlet installation — inspected the affected area, completed the work, and tested everything before leaving the site.",1.35,204.82,184.93,Priya Silva,Customer 0277,"Phoenix, AZ",Solo Circuit Electrical,Electrician,Starter,paid,200.65,200.65,3
